proyecto_id;proyecto_fuente;moneda_id;monto_total_solicitado;monto_total_adjudicado;monto_financiado_solicitado;monto_financiado_adjudicado;tipo_proyecto_id;codigo_identificacion;estado_id;fondo_anpcyt;cantidad_miembros_F;cantidad_miembros_M;sexo_director
21758;CONICET;1;200000.0;190000.0;200000.0;190000.0;24;22420160100045CO;1;;3;4;F
21759;CONICET;1;349000.0;331551.0;349000.0;331551.0;24;22420160100053CO;1;;4;3;F
21761;CONICET;1;420000.0;420000.0;420000.0;420000.0;24;20920150100006CO;1;;2;4;M
21762;CONICET;1;200000.0;190000.0;200000.0;190000.0;24;22420160100049CO;1;;0;5;M
20414;ANPCYT;1;1149750.0;1108350.0;573750.0;532350.0;3;ANR E.J. C1 CO001/15;2;FONSOFT;;;M
20415;ANPCYT;1;1963600.0;1963600.0;981600.0;981600.0;3;ANR E.J. C1 NA001/15;2;FONSOFT;;;M
20765;ANPCYT;1;2175493.0;2175493.0;998584.0;998584.0;3;ANR E.J. C2 NA005/15;2;FONSOFT;;;M
20766;ANPCYT;1;2036527.0;1785199.0;998864.0;834200.0;3;ANR E.J. C2 NA008/15;2;FONSOFT;;;M
20770;ANPCYT;1;1991081.0;1559095.0;994081.0;742095.0;3;ANR E.J. C2 NA007/15;2;FONSOFT;;;M
20627;ANPCYT;1;2548650.0;2528650.0;1254525.0;1254525.0;1;ANR I+D NA005/15;2;FONSOFT;;;M
5811;ANPCYT;1;3196180.5;3196180.5;1709948.5;1709948.5;4;ANR INT NA019/15;2;FONSOFT;;;M
5813;ANPCYT;1;3181746.52;3181746.52;2175250.0;2175250.0;4;ANR INT NA022/15;2;FONSOFT;;;M
8475;ANPCYT;1;1023747.8;1023747.8;510498.0;510498.0;1;ANR 2200 0124/15 C2;2;FONTAR;;;M
8874;ANPCYT;1;1854792.0;1056900.0;926600.0;528000.0;1;ANR 1700 C1 0067/15;2;FONTAR;;;M
8875;ANPCYT;1;1554420.0;1122052.0;776300.0;492300.0;1;ANR 1700 C1 0068/15;2;FONTAR;;;M
8912;ANPCYT;1;2173953.45;2173953.44;1676114.75;1676114.75;1;ANR 2200 0100/15 C2;2;FONTAR;;;S/D
8977;ANPCYT;1;346136.2;346136.2;172636.2;172636.2;1;ANR TEC 0026/15;2;FONTAR;;;M
9068;ANPCYT;1;2029380.0;2029380.0;985800.0;985800.0;1;ANR PLAN 0063/14;2;FONTAR;;;M
9095;ANPCYT;1;2725000.0;2725000.0;1362500.0;1362500.0;1;ANR TEC 0035/15;2;FONTAR;;;M
9111;ANPCYT;1;338083.79;338083.79;168571.59;168571.59;1;ANR TEC 0023/15;2;FONTAR;;;M
9296;ANPCYT;1;615136.5;615136.5;307517.5;307517.5;1;ANR TEC 0011/15;2;FONTAR;;;S/D
9325;ANPCYT;1;684719.04;684719.04;342302.24;342302.24;1;ANR TEC 0019/15;2;FONTAR;;;M
9326;ANPCYT;1;1743062.0;904005.0;870392.0;432992.0;1;ANR 1700 C1 0034/15;2;FONTAR;;;M
9578;ANPCYT;1;596100.0;596100.0;296900.0;296900.0;1;ANR TEC 0012/15;2;FONTAR;;;M
9721;ANPCYT;1;334876.6;334876.6;167251.6;167251.6;1;ANR TEC 0025/15;2;FONTAR;;;M
9741;ANPCYT;1;3397045.38;3397045.38;1698393.53;1698393.53;1;ANR 2200 0084/15 C3;2;FONTAR;;;M
9755;ANPCYT;1;772631.6;772631.6;380852.48;380852.48;1;ANR 1700 C1 0001/15;2;FONTAR;;;M
9810;ANPCYT;1;378370.0;378370.0;175280.0;175280.0;1;ANR TEC 0032/15;2;FONTAR;;;S/D
9827;ANPCYT;1;379885.5;379885.5;189353.0;189353.0;1;ANR TEC 0004/15;2;FONTAR;;;M
9834;ANPCYT;1;334085.0;334085.0;162500.0;162500.0;1;ANR TEC 0031/15;2;FONTAR;;;M
9859;ANPCYT;1;791126.38;791126.38;382076.17;382076.17;1;ANR 1700 C1 0002/15;2;FONTAR;;;M
9936;ANPCYT;1;2421266.55;2242266.55;1200582.15;1171582.15;1;ANR 1700 C1 0055/15;2;FONTAR;;;S/D
20540;ANPCYT;1;812315.0;772315.0;396935.55;356935.55;1;ANR 1700 C1 0003/15;2;FONTAR;;;M
20541;ANPCYT;1;1603340.4;1050892.2;800328.0;525446.1;1;ANR 1700 C1 0008/15;2;FONTAR;;;M
20542;ANPCYT;1;1235084.0;1235084.0;609300.0;609300.0;1;ANR 1700 C1 0011/15;2;FONTAR;;;M
20543;ANPCYT;1;1152714.0;1152714.0;550000.0;550000.0;1;ANR 1700 C1 0013/15;2;FONTAR;;;M
20544;ANPCYT;1;2083602.3;2083602.3;973488.72;973488.72;1;ANR 1700 C1 0014/15;2;FONTAR;;;M
20545;ANPCYT;1;1220830.0;992830.0;593458.0;482658.0;1;ANR 1700 C1 0016/15;2;FONTAR;;;M
20546;ANPCYT;1;324725.0;145015.0;161857.5;72507.5;1;ANR 1700 C1 0019/15;2;FONTAR;;;M
20547;ANPCYT;1;3920952.2;1386257.0;1700000.0;597825.0;1;ANR 1700 C1 0026/15;2;FONTAR;;;M
20548;ANPCYT;1;725163.0;725163.0;362080.0;362080.0;1;ANR 1700 C1 0028/15;2;FONTAR;;;M
20549;ANPCYT;1;1997498.67;1308224.17;996459.95;654231.69;1;ANR 1700 C1 0029/15;2;FONTAR;;;M
20550;ANPCYT;1;2192161.0;1552811.0;1086661.0;775661.0;1;ANR 1700 C1 0030/15;2;FONTAR;;;M
20551;ANPCYT;1;1546305.28;1546305.28;773100.0;773100.0;1;ANR 1700 C1 0035/15;2;FONTAR;;;M
20552;ANPCYT;1;1260546.8;778439.4;629660.0;387551.0;1;ANR 1700 C1 0036/15;2;FONTAR;;;M
20553;ANPCYT;1;3403002.05;3403002.05;1700000.0;1700000.0;1;ANR 1700 C1 0038/15;2;FONTAR;;;M
20554;ANPCYT;1;2671772.0;2563772.0;1335800.0;1281800.0;1;ANR 1700 C1 0039/15;2;FONTAR;;;M
20555;ANPCYT;1;3441678.9;3441678.9;1697970.0;1697970.0;1;ANR 1700 C1 0044/15;2;FONTAR;;;M
20559;ANPCYT;1;3167469.4;2834469.4;1582300.0;1386300.0;1;ANR 1700 C1 0051/15;2;FONTAR;;;M
20560;ANPCYT;1;3291549.0;2999649.0;1644919.0;1498019.0;1;ANR 1700 C1 0052/15;2;FONTAR;;;M
20561;ANPCYT;1;1124200.0;1124200.0;561230.0;561230.0;1;ANR 1700 C1 0062/15;2;FONTAR;;;M
20562;ANPCYT;1;433510.0;433510.0;216200.0;216200.0;1;ANR 1700 C1 0063/15;2;FONTAR;;;M
20563;ANPCYT;1;3375600.0;2921685.0;1641525.0;1420785.0;1;ANR 1700 C1 0065/15;2;FONTAR;;;M
20564;ANPCYT;1;3362222.0;2216246.0;1679720.0;1108123.0;1;ANR 1700 C1 0069/15;2;FONTAR;;;M
20565;ANPCYT;1;3238562.85;3238562.85;1302992.85;1302992.85;1;ANR 1700 C1 0073/15;2;FONTAR;;;M
20566;ANPCYT;1;1953905.5;1953905.5;968411.0;968411.0;1;ANR 1700 C1 0074/15;2;FONTAR;;;M
20568;ANPCYT;1;3905800.0;2370800.0;1592600.0;902000.0;1;ANR 1700 C1 0080/15;2;FONTAR;;;M
20569;ANPCYT;1;2833060.0;2215500.0;1409000.0;1098500.0;1;ANR 1700 C1 0081/15;2;FONTAR;;;M
20570;ANPCYT;1;3955400.0;3899400.0;1689400.0;1665400.0;1;ANR 1700 C1 0083/15;2;FONTAR;;;M
20572;ANPCYT;1;3517284.4;3238184.4;1700000.0;1563500.0;1;ANR 1700 C1 0089/15;2;FONTAR;;;M
20573;ANPCYT;1;3399073.0;2776928.0;1697843.0;1380000.0;1;ANR 1700 C1 0093/15;2;FONTAR;;;S/D
20574;ANPCYT;1;3379335.0;3379335.0;1689500.0;1689500.0;1;ANR 1700 C1 0095/15;2;FONTAR;;;M
20575;ANPCYT;1;3256887.0;2908074.83;1628439.5;1453437.1;1;ANR 1700 C1 0097/15;2;FONTAR;;;M
20576;ANPCYT;1;813599.96;745199.96;406799.0;364699.0;1;ANR 1700 C1 0100/15;2;FONTAR;;;M
20578;ANPCYT;1;702297.4;702297.4;349000.0;349000.0;1;ANR 1700 C1 0114/15;2;FONTAR;;;S/D
20579;ANPCYT;1;546150.0;474150.0;258150.0;224150.0;1;ANR 1700 C1 0119/15;2;FONTAR;;;M
20580;ANPCYT;1;561150.0;386890.0;273150.0;188340.0;1;ANR 1700 C1 0120/15;2;FONTAR;;;M
20665;ANPCYT;1;834800.02;834800.02;417127.8;417127.8;1;ANR TEC 0001/15 C2;2;FONTAR;;;M
20667;ANPCYT;1;3389920.0;3389920.0;1689720.0;1689720.0;1;ANR TEC 0005/15 C2;2;FONTAR;;;S/D
20668;ANPCYT;1;333380.0;333380.0;166460.0;166460.0;1;ANR TEC 0006/15 C2;2;FONTAR;;;M
20669;ANPCYT;1;1247673.0;1141103.0;623396.0;557040.0;1;ANR TEC 0007/15 C2;2;FONTAR;;;M
20670;ANPCYT;1;646843.29;571086.0;323257.29;283000.0;1;ANR TEC 0009/15 C2;2;FONTAR;;;M
20671;ANPCYT;1;555262.0;555262.0;277380.0;277380.0;1;ANR TEC 0011/15 C2;2;FONTAR;;;M
20672;ANPCYT;1;317040.0;317040.0;158140.0;158140.0;1;ANR TEC 0012/15 C2;2;FONTAR;;;M
20673;ANPCYT;1;2832320.0;2832320.0;1416160.0;1416160.0;1;ANR TEC 0013/15 C2;2;FONTAR;;;M
20674;ANPCYT;1;3477566.0;3477566.0;1738566.0;1738566.0;1;ANR TEC 0014/15 C2;2;FONTAR;;;M
20675;ANPCYT;1;2037840.0;1817220.0;1018920.0;890920.0;1;ANR TEC 0016/15 C2;2;FONTAR;;;S/D
20676;ANPCYT;1;734600.0;734600.0;360000.0;360000.0;1;ANR 2200 0004/15 C3;2;FONTAR;;;M
20677;ANPCYT;1;1480689.0;1061109.0;733800.0;530600.0;1;ANR 2200 0011/15 C3;2;FONTAR;;;M
20678;ANPCYT;1;4588834.0;3522203.0;2200000.0;1761102.0;1;ANR 2200 0013/15 C3;2;FONTAR;;;M
20679;ANPCYT;1;1260120.0;1244520.0;869815.0;854215.0;1;ANR 2200 0014/15 C3;2;FONTAR;;;M
20680;ANPCYT;1;1882706.94;1882706.94;1471644.54;1293643.2;1;ANR 2200 0016/15 C3;2;FONTAR;;;M
20681;ANPCYT;1;2865100.0;2576500.0;2200000.0;1978500.0;1;ANR 2200 0024/15 C3;2;FONTAR;;;M
20682;ANPCYT;1;2896223.4;2896223.4;2157589.0;2142589.0;1;ANR 2200 0029/15 C3;2;FONTAR;;;M
20683;ANPCYT;1;4016732.0;4016732.0;2005000.0;2005000.0;1;ANR 2200 0031/15 C3;2;FONTAR;;;M
20684;ANPCYT;1;2798580.0;2798580.0;2200000.0;2200000.0;1;ANR 2200 0037/15 C3;2;FONTAR;;;M
20686;ANPCYT;1;2975760.0;2574360.0;2184400.0;1944400.0;1;ANR 2200 0047/15 C3;2;FONTAR;;;M
20687;ANPCYT;1;1263853.44;1263853.44;632362.4;632362.4;1;ANR 2200 0050/15 C3;2;FONTAR;;;S/D
20688;ANPCYT;1;3622491.0;2988491.0;1811034.0;1489635.0;1;ANR 2200 0051/15 C3;2;FONTAR;;;M
20689;ANPCYT;1;2303396.8;2302896.8;1105830.0;1105830.0;1;ANR 2200 0056/15 C3;2;FONTAR;;;M
20690;ANPCYT;1;426150.0;426150.0;340650.0;340650.0;1;ANR 2200 0057/15 C3;2;FONTAR;;;M
20691;ANPCYT;1;828970.0;828970.0;414000.0;414000.0;1;ANR 2200 0060/15 C3;2;FONTAR;;;M
20692;ANPCYT;1;2838915.0;2838915.0;2200000.0;2200000.0;1;ANR 2200 0061/15 C3;2;FONTAR;;;M
20693;ANPCYT;1;4359480.18;4359480.18;2178962.82;2178962.82;1;ANR 2200 0063/15 C3;2;FONTAR;;;M
20694;ANPCYT;1;1603945.0;894345.0;801972.0;446345.0;1;ANR 2200 0065/15 C3;2;FONTAR;;;M
20695;ANPCYT;1;3084534.0;1338432.35;1542266.0;661021.0;1;ANR 2200 0066/15 C3;2;FONTAR;;;M
20696;ANPCYT;1;4513500.2;4513500.2;2200000.0;2200000.0;1;ANR 2200 0070/15 C3;2;FONTAR;;;M
20697;ANPCYT;1;1075918.16;754420.48;857034.49;484514.85;1;ANR 2200 0071/15 C3;2;FONTAR;;;M
20698;ANPCYT;1;1918890.0;1918890.0;1530290.0;1530290.0;1;ANR 2200 0072/15 C3;2;FONTAR;;;M
20699;ANPCYT;1;760640.0;760640.0;330046.0;330046.0;1;ANR 2200 0076/15 C3;2;FONTAR;;;M
20700;ANPCYT;1;5240939.96;4879475.96;2193160.0;2098174.0;1;ANR 2200 0078/15 C3;2;FONTAR;;;F
20701;ANPCYT;1;3054352.2;2379320.2;1527175.8;1178266.8;1;ANR 2200 0079/15 C3;2;FONTAR;;;M
20703;ANPCYT;1;2920957.04;2920957.04;2200000.0;2200000.0;1;ANR 2200 0085/15 C3;2;FONTAR;;;M
20704;ANPCYT;1;2890600.0;2890600.0;2200000.0;2200000.0;1;ANR 2200 0087/15 C3;2;FONTAR;;;S/D
20705;ANPCYT;1;2465770.0;2465770.0;1888770.0;1888770.0;1;ANR 2200 0088/15 C3;2;FONTAR;;;M
20706;ANPCYT;1;4408929.0;4408929.0;2200000.0;2200000.0;1;ANR 2200 0091/15 C3;2;FONTAR;;;M
20707;ANPCYT;1;4400000.0;4400000.0;2139600.0;2139600.0;1;ANR 2200 0092/15 C3;2;FONTAR;;;M
20708;ANPCYT;1;354347.37;354347.37;177178.07;177178.07;1;ANR 2200 0094/15 C3;2;FONTAR;;;M
20712;ANPCYT;1;4283300.0;3459600.0;2136150.0;1711900.0;1;ANR 2200 0107/15 C3;2;FONTAR;;;M
20713;ANPCYT;1;2810000.0;2635000.0;2200000.0;2108000.0;1;ANR 2200 0109/15 C3;2;FONTAR;;;M
20714;ANPCYT;1;2288000.0;2288000.0;1144000.0;1144000.0;1;ANR 2200 0112/15 C3;2;FONTAR;;;F
20715;ANPCYT;1;793614.76;731680.76;396807.38;365840.38;1;ANR 2200 0117/15 C3;2;FONTAR;;;M
20716;ANPCYT;1;1190450.0;1190450.0;946850.0;946850.0;1;ANR 2200 0118/15 C3;2;FONTAR;;;M
20717;ANPCYT;1;2783806.0;2783806.0;1391903.0;1391903.0;1;ANR 2200 0124/15 C3;2;FONTAR;;;M
20718;ANPCYT;1;1396500.0;1396500.0;684500.0;684500.0;1;ANR 2200 0128/15 C3;2;FONTAR;;;M
20719;ANPCYT;1;3160599.91;1993071.61;2190063.85;1022535.55;1;ANR 2200 0129/15 C3;2;FONTAR;;;M
20723;ANPCYT;1;1512933.4;1417933.4;753920.0;708920.0;1;ANR 2200 0135/15 C3;2;FONTAR;;;M
20724;ANPCYT;1;3326630.0;1821790.0;1663315.0;910825.0;1;ANR 2200 0145/15 C3;2;FONTAR;;;M
20725;ANPCYT;1;4458650.0;3698650.0;2186500.0;1848500.0;1;ANR 2200 0153/15 C3;2;FONTAR;;;M
20726;ANPCYT;1;1141535.0;1141535.0;570500.0;570500.0;1;ANR 2200 0154/15 C3;2;FONTAR;;;M
20727;ANPCYT;1;1094824.8;1094824.8;760035.0;545100.0;1;ANR 2200 0166/15 C3;2;FONTAR;;;M
20728;ANPCYT;1;3194320.0;2045680.0;2129800.0;1336000.0;1;ANR I+D 0003/15;2;FONTAR;;;M
20729;ANPCYT;1;2719937.63;2719937.63;1631155.0;1631155.0;1;ANR I+D 0004/15;2;FONTAR;;;M
20730;ANPCYT;1;1900247.0;1616327.0;1117247.0;907247.0;1;ANR I+D 0005/15;2;FONTAR;;;M
20731;ANPCYT;1;3251410.0;3251410.0;2200000.0;2200000.0;1;ANR P+L 0011/15 C1;2;FONTAR;;;M
20732;ANPCYT;1;2529163.9;2225050.3;1686777.6;1486777.6;1;ANR P+L 0019/15 C1;2;FONTAR;;;M
20733;ANPCYT;1;2913378.0;2068378.0;2041350.0;1437350.0;1;ANR P+L 0022/15 C1;2;FONTAR;;;F
20735;ANPCYT;1;2560606.52;2560606.52;1770045.72;1770045.72;1;ANR P+L 0011/15 C2;2;FONTAR;;;M
20736;ANPCYT;1;3698300.0;2910390.0;2118600.0;1745600.0;1;ANR P+L 0016/15 C2;2;FONTAR;;;M
20737;ANPCYT;1;2407815.5;1710215.5;1339403.0;955163.0;1;ANR P+L 0018/15 C2;2;FONTAR;;;M
20738;ANPCYT;1;3290000.0;1794500.0;2075000.0;1122500.0;1;ANR PLAN 0002/15;2;FONTAR;;;S/D
20739;ANPCYT;1;313110.0;313110.0;134910.0;134910.0;1;ANR PLAN 0003/15;2;FONTAR;;;M
20740;ANPCYT;1;1043800.0;935800.0;678470.0;608270.0;1;ANR PLAN 0004/15;2;FONTAR;;;F
20741;ANPCYT;1;3364290.0;2722775.0;2179235.0;1761086.0;1;ANR PLAN 0007/15;2;FONTAR;;;M
20742;ANPCYT;1;2196098.07;2196098.07;1418078.07;1418078.07;1;ANR PLAN 0013/15;2;FONTAR;;;M
20743;ANPCYT;1;897300.0;897300.0;638100.0;638100.0;1;ANR PLAN 0015/15;2;FONTAR;;;M
20744;ANPCYT;1;2151194.0;1891434.0;1398284.0;1138524.0;1;ANR PLAN 0016/15;2;FONTAR;;;M
20745;ANPCYT;1;949753.35;862264.58;616246.0;560471.0;1;ANR PLAN 0018/15;2;FONTAR;;;M
20746;ANPCYT;1;787905.0;531885.0;511805.0;288585.0;1;ANR PLAN 0019/15;2;FONTAR;;;M
20747;ANPCYT;1;422069.74;422069.74;265669.74;265669.74;1;ANR PLAN 0020/15;2;FONTAR;;;M
20748;ANPCYT;1;3525675.0;2585700.0;2109975.0;1170000.0;1;ANR PLAN 0023/15;2;FONTAR;;;M
20749;ANPCYT;1;2924736.0;2488636.0;1752836.0;1316736.0;1;ANR PLAN 0025/15;2;FONTAR;;;M
20750;ANPCYT;1;1958620.2;1501184.0;1563300.0;1180500.0;1;ANR PLAN 0027/15;2;FONTAR;;;M
20751;ANPCYT;1;1617828.2;1617828.2;800380.0;800380.0;1;ANR PLAN 0030/15;2;FONTAR;;;M
20753;ANPCYT;1;1251700.07;1251700.07;997280.07;997280.07;1;ANR PLAN 0039/15;2;FONTAR;;;S/D
20754;ANPCYT;1;3474818.6;2991274.6;2042654.0;1559110.0;1;ANR PLAN 0040/15;2;FONTAR;;;M
20755;ANPCYT;1;663200.0;663200.0;425080.0;425080.0;1;ANR PLAN 0041/15;2;FONTAR;;;M
20756;ANPCYT;1;1854497.0;1208774.0;919700.0;305384.0;1;ANR PLAN 0046/15;2;FONTAR;;;M
20758;ANPCYT;1;1799500.02;1654700.02;773600.02;664800.02;1;ANR PLAN 0052/15;2;FONTAR;;;M
20760;ANPCYT;1;3000005.01;2856005.01;2200000.0;2093000.0;1;ANR PLAN 0055/15;2;FONTAR;;;M
20762;ANPCYT;1;3386649.0;3386649.0;2199994.0;2199994.0;1;ANR PLAN 0059/15;2;FONTAR;;;F
20763;ANPCYT;1;1189750.12;964259.2;742888.0;613583.0;1;ANR PLAN 0062/15;2;FONTAR;;;M
20764;ANPCYT;1;3353656.4;3353656.4;2162592.0;2162592.0;1;ANR PLAN 0063/15;2;FONTAR;;;M
20793;ANPCYT;1;1729993.68;1729993.68;1101293.68;1101293.68;1;ANR PLAN 0032/14;2;FONTAR;;;M
20794;ANPCYT;1;1281000.0;1171000.0;826000.0;749000.0;1;ANR PLAN 0047/14;2;FONTAR;;;M
20796;ANPCYT;1;1074800.0;902300.0;698500.0;586500.0;1;ANR PLAN 0057/14;2;FONTAR;;;M
20970;ANPCYT;1;2172621.2;2172621.2;1067643.6;1067643.6;1;ANR 2200 0041/15 C2;2;FONTAR;;;S/D
20976;ANPCYT;1;228036.0;228036.0;106207.0;106207.0;1;ANR TEC 0015/15;2;FONTAR;;;M
20977;ANPCYT;1;550951.73;550951.73;274312.0;274312.0;1;ANR TEC 0038/15;2;FONTAR;;;M
20978;ANPCYT;1;4329745.47;4329745.47;2164735.62;2164735.62;1;ANR 2200 0002/15 C2;2;FONTAR;;;M
20979;ANPCYT;1;810388.5;810388.5;638653.5;638653.5;1;ANR 2200 0101/15 C2;2;FONTAR;;;M
20980;ANPCYT;1;200000.02;200000.02;120000.0;120000.0;1;ANR CT-I 0008;2;FONTAR;;;M
20982;ANPCYT;1;1577630.0;1577630.0;788815.0;788815.0;1;ANR 2200 0093/15 C2;2;FONTAR;;;M
20984;ANPCYT;1;2128875.0;2121875.0;1698941.66;1692941.66;1;ANR SOCIAL 0004/16;2;FONTAR;;;M
20985;ANPCYT;1;5148423.6;3639222.0;2247962.0;1637112.0;1;ANR SOCIAL 0006/16;2;FONTAR;;;M
20986;ANPCYT;1;7614128.0;2679988.0;2249200.0;2143600.0;1;ANR SOCIAL 0007/16;2;FONTAR;;;M
20987;ANPCYT;1;4208000.0;3150800.0;3241000.0;2455000.0;1;ANR SOCIAL 0012/16;2;FONTAR;;;F
20988;ANPCYT;1;2453135.0;2453135.0;1905548.0;1905548.0;1;ANR SOCIAL 0013/16;2;FONTAR;;;M
20992;ANPCYT;1;3277050.0;3061550.0;2247570.0;2137170.0;1;ANR SOCIAL 0023/16;2;FONTAR;;;M
20993;ANPCYT;1;4349252.52;2932052.52;3467090.01;2225210.01;1;ANR SOCIAL 0026/16;2;FONTAR;;;M
20996;ANPCYT;1;1609485.0;1609485.0;1284900.0;1284900.0;1;ANR SOCIAL 0038/16;2;FONTAR;;;F
20998;ANPCYT;1;4410107.99;3790488.84;3497910.99;3006468.84;1;ANR SOCIAL 0042/16;2;FONTAR;;;F
20999;ANPCYT;1;1765350.0;1765350.0;1346350.0;1346350.0;1;ANR SOCIAL 0045/16;2;FONTAR;;;F
21002;ANPCYT;1;4616000.0;4398350.0;3500000.0;3282350.0;1;ANR SOCIAL 0053/16;2;FONTAR;;;F
21004;ANPCYT;1;475934.0;475934.0;234866.0;234866.0;1;ANR TEC 0003/16 C1;2;FONTAR;;;M
21005;ANPCYT;1;5931809.0;5931809.0;2965904.5;2965904.5;1;ANR TEC 0005/16 C1;2;FONTAR;;;M
21006;ANPCYT;1;1889739.5;1889739.5;944355.0;944355.0;1;ANR TEC 0007/16 C1;2;FONTAR;;;M
21007;ANPCYT;1;297800.0;297800.0;148800.0;148800.0;1;ANR TEC 0009/16 C1;2;FONTAR;;;M
21008;ANPCYT;1;1444673.29;1444673.29;722274.0;722274.0;1;ANR TEC 0010/16 C1;2;FONTAR;;;M
21010;ANPCYT;1;1479530.0;1163530.0;718190.0;572190.0;1;ANR TEC 0012/16 C1;2;FONTAR;;;M
21011;ANPCYT;1;4498260.0;3940894.0;2243150.0;1970447.0;1;ANR TEC 0013/16 C1;2;FONTAR;;;M
21013;ANPCYT;1;2905640.0;2905640.0;1448640.0;1448640.0;1;ANR TEC 0019/16 C1;2;FONTAR;;;M
21014;ANPCYT;1;2109525.0;2109525.0;1049125.0;1049125.0;1;ANR TEC 0020/16 C1;2;FONTAR;;;M
21016;ANPCYT;1;1933234.0;1343834.0;912434.0;634234.0;1;ANR TEC 0023/16 C1;2;FONTAR;;;M
21017;ANPCYT;1;4393458.0;4393458.0;3499728.0;3499728.0;1;ANR I+D 0003/16;2;FONTAR;;;M
21019;ANPCYT;1;4372484.86;4372484.86;3452864.86;3452864.86;1;ANR I+D 0008/16;2;FONTAR;;;M
21022;ANPCYT;1;4538171.2;4538171.2;2200000.0;2200000.0;1;ANR 2200 0021/15 C2;2;FONTAR;;;M
21025;ANPCYT;1;3872700.0;3872700.0;1923850.0;1923850.0;1;ANR 2200 0034/15 C2;2;FONTAR;;;M
